date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,month_label,wipt
2015-03-04,Quarter1,sweing,Wednesday,2,0.5,15.28,261.0,5520,0,0.0,0,1,46,0.404,3,March,0.01318624269954575
2015-03-05,Quarter1,finishing,Thursday,2,0.6,3.9,1039.0,960,0,0.0,0,0,8,0.951,3,March,0.053575600259571705
2015-03-05,Quarter1,sweing,Thursday,2,0.6,15.28,529.0,1320,0,0.0,0,1,46,0.6,3,March,0.02709928617780662
2015-03-07,Quarter1,sweing,Saturday,2,0.65,16.1,626.0,4200,0,0.0,0,1,45,0.65,3,March,0.03213497728747566
2015-03-07,Quarter1,finishing,Saturday,2,0.65,3.9,1039.0,1920,0,0.0,0,0,8,0.528,3,March,0.053575600259571705
2015-03-08,Quarter2,finishing,Sunday,2,0.7,3.9,1039.0,1200,0,0.0,0,0,10,0.884,3,March,0.053575600259571705
2015-03-08,Quarter2,sweing,Sunday,2,0.7,16.1,928.0,4800,30,0.0,0,1,45,0.7,3,March,0.04781310837118754
2015-03-09,Quarter2,sweing,Monday,2,0.7,16.1,817.0,5520,30,0.0,0,1,45,0.701,3,March,0.04205061648280337
2015-03-09,Quarter2,finishing,Monday,2,0.7,3.9,1039.0,0,1200,0.0,0,0,10,0.682,3,March,0.053575600259571705
2015-03-10,Quarter2,finishing,Tuesday,2,0.7,3.9,1039.0,960,0,0.0,0,0,8,0.741,3,March,0.053575600259571705
2015-03-10,Quarter2,sweing,Tuesday,2,0.7,16.1,957.0,5400,40,0.0,0,1,45,0.7,3,March,0.04931862426995458
2015-03-11,Quarter2,finishing,Wednesday,2,0.75,3.9,1039.0,1920,0,0.0,0,0,8,0.819,3,March,0.053575600259571705
2015-03-11,Quarter2,sweing,Wednesday,2,0.75,16.1,971.0,5400,45,0.0,0,1,45,0.75,3,March,0.0500454250486697
2015-01-01,Quarter1,sweing,Thursday,3,0.75,28.08,795.0,6900,45,0.0,0,0,58,0.754,1,January,0.0409085009733939
2015-01-03,Quarter1,finishing,Saturday,3,0.75,3.94,1039.0,1560,0,0.0,0,0,8,0.945,1,January,0.053575600259571705
2015-01-03,Quarter1,sweing,Saturday,3,0.8,28.08,913.0,6540,50,0.0,0,0,54,0.8,1,January,0.04703439325113563
2015-01-04,Quarter1,finishing,Sunday,3,0.75,4.15,1039.0,1560,0,0.0,0,0,8,0.991,1,January,0.053575600259571705
2015-01-04,Quarter1,sweing,Sunday,3,0.75,19.87,734.0,6600,45,0.0,0,0,55,0.75,1,January,0.037741726151849446
2015-01-05,Quarter1,finishing,Monday,3,0.75,4.15,1039.0,1920,0,0.0,0,0,8,0.875,1,January,0.053575600259571705
2015-01-05,Quarter1,sweing,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55,0.75,1,January,0.04864373783257625
2015-01-06,Quarter1,finishing,Tuesday,3,0.75,4.15,1039.0,1800,0,0.0,0,0,10,0.899,1,January,0.053575600259571705
2015-01-06,Quarter1,sweing,Tuesday,3,0.8,19.87,963.0,9900,50,0.0,0,0,55,0.8,1,January,0.04963011031797534
2015-01-07,Quarter1,finishing,Wednesday,3,0.75,4.15,1039.0,2700,0,0.0,0,0,15,0.83,1,January,0.053575600259571705
2015-01-07,Quarter1,sweing,Wednesday,3,0.8,19.87,924.0,9900,50,0.0,0,0,55,0.8,1,January,0.04760545100584036
2015-01-08,Quarter2,sweing,Thursday,3,0.8,19.87,857.0,9900,50,0.0,0,0,55,0.8,1,January,0.04412719013627515
2015-01-08,Quarter2,finishing,Thursday,3,0.75,4.15,1039.0,2160,0,0.0,0,0,12,0.713,1,January,0.053575600259571705
2015-01-10,Quarter2,finishing,Saturday,3,0.75,4.15,1039.0,2760,0,0.0,0,0,12,0.93,1,January,0.053575600259571705
2015-01-10,Quarter2,sweing,Saturday,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56,0.75,1,January,0.055444516547696304
2015-01-11,Quarter2,finishing,Sunday,3,0.75,4.15,1039.0,1440,0,0.0,0,0,8,0.935,1,January,0.053575600259571705
2015-01-11,Quarter2,sweing,Sunday,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55,0.69,1,January,0.05378325762491888
2015-01-12,Quarter2,finishing,Monday,3,0.8,4.15,1039.0,1800,0,0.0,0,0,10,0.905,1,January,0.053575600259571705
2015-01-12,Quarter2,sweing,Monday,3,0.8,19.87,941.0,9900,0,0.0,0,0,55,0.8,1,January,0.04848799480856587
2015-01-13,Quarter2,finishing,Tuesday,3,0.8,4.15,1039.0,1620,0,0.0,0,0,9,0.901,1,January,0.053575600259571705
2015-01-13,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55,0.706,1,January,0.023776768332251785
2015-01-14,Quarter2,finishing,Wednesday,3,0.8,4.15,1039.0,1440,0,0.0,0,0,7,0.821,1,January,0.053575600259571705
2015-01-15,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56,0.661,1,January,0.056846203763789745
2015-01-17,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56,0.6,1,January,0.05881894873458793
2015-01-18,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56,0.65,1,January,0.05871512005191434
2015-01-19,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56,0.75,1,January,0.056482803374432185
2015-01-20,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57,0.75,1,January,0.05850746268656717
2015-01-21,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57,0.75,1,January,0.058767034393251136
2015-01-22,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57,0.75,1,January,0.06421804023361453
2015-01-22,Quarter4,finishing,Thursday,3,0.7,3.94,1039.0,12000,0,0.0,0,0,20,0.461,1,January,0.053575600259571705
2015-01-24,Quarter4,finishing,Saturday,3,0.75,3.94,1039.0,1440,0,0.0,0,0,8,0.895,1,January,0.053575600259571705
2015-01-24,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57,0.8,1,January,0.065360155743024
2015-01-25,Quarter4,finishing,Sunday,3,0.75,3.94,1039.0,1620,0,0.0,0,0,9,0.962,1,January,0.053575600259571705
2015-01-25,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,58,0.801,1,January,0.0772485399091499
2015-01-26,Quarter4,finishing,Monday,3,0.75,3.94,1039.0,1800,0,0.0,0,0,10,1.06,1,January,0.053575600259571705
2015-01-26,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57,0.8,1,January,0.0818689162881246
2015-01-27,Quarter4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57,1.0,1,January,0.06707332900713822
2015-01-27,Quarter4,finishing,Tuesday,3,0.75,3.94,1039.0,1440,0,0.0,0,0,12,0.862,1,January,0.053575600259571705
2015-01-28,Quarter4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57,1.0,1,January,0.06972096041531473
2015-01-29,Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57,0.95,1,January,0.06645035691109669
2015-01-29,Quarter5,finishing,Thursday,3,0.8,3.94,1039.0,960,0,0.0,0,0,8,0.492,1,January,0.053575600259571705
2015-01-31,Quarter5,sweing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58,1.0,1,January,0.05861129136924075
2015-01-31,Quarter5,finishing,Saturday,3,0.8,3.94,1039.0,960,0,0.0,0,0,8,0.972,1,January,0.053575600259571705
2015-02-01,Quarter1,sweing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57,0.95,2,February,0.057988319273199224
2015-02-02,Quarter1,sweing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57,0.9,2,February,1.10364698247891
2015-02-03,Quarter1,sweing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57,0.95,2,February,0.05736534717715769
2015-02-04,Quarter1,sweing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57,1.0,2,February,0.049889682024659314
2015-02-05,Quarter1,sweing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57,0.95,2,February,0.05482154445165477
2015-02-07,Quarter1,sweing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57,0.95,2,February,0.054665801427644385
2015-02-08,Quarter2,sweing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56,0.9,2,February,0.06624269954574952
2015-02-09,Quarter2,sweing,Monday,3,0.8,22.52,1271.0,5400,50,0.0,0,0,57,0.8,2,February,0.06561972744970798
2015-02-10,Quarter2,sweing,Tuesday,3,0.8,22.52,813.0,0,88,0.0,0,0,57,0.9,2,February,0.0418429591174562
2015-02-11,Quarter2,sweing,Wednesday,3,0.8,22.52,11.0,6840,0,0.0,0,1,57,0.537,2,February,0.0002076573653471772
2015-02-12,Quarter2,sweing,Thursday,3,0.35,30.1,770.0,6960,0,0.0,0,1,58,0.35,2,February,0.039610642439974045
2015-02-14,Quarter2,sweing,Saturday,3,0.5,30.1,1261.0,6960,30,0.0,0,1,58,0.501,2,February,0.06510058403634005
2015-02-15,Quarter3,sweing,Sunday,3,0.6,30.1,1361.0,6960,30,0.0,0,1,58,0.476,2,February,0.07029201817001947
2015-02-16,Quarter3,finishing,Monday,3,0.5,4.15,1039.0,960,0,0.0,0,0,8,0.865,2,February,0.053575600259571705
2015-02-16,Quarter3,sweing,Monday,3,0.65,30.1,1263.0,600,63,0.0,0,1,58,0.802,2,February,0.06520441271901363
2015-02-17,Quarter3,finishing,Tuesday,3,0.5,5.13,1039.0,1800,0,0.0,0,0,15,0.787,2,February,0.053575600259571705
2015-02-17,Quarter3,sweing,Tuesday,3,0.7,30.1,1422.0,6960,50,0.0,0,1,58,0.701,2,February,0.07345879299156392
2015-02-18,Quarter3,sweing,Wednesday,3,0.7,30.1,1057.0,0,40,0.0,0,1,58,0.701,2,February,0.05451005840363401
2015-02-18,Quarter3,finishing,Wednesday,3,0.5,5.13,1039.0,960,0,0.0,0,0,8,0.256,2,February,0.053575600259571705
2015-02-19,Quarter3,finishing,Thursday,3,0.5,5.13,1039.0,2880,0,0.0,0,0,12,0.816,2,February,0.053575600259571705
2015-02-19,Quarter3,sweing,Thursday,3,0.7,30.1,247.0,6960,50,0.0,0,1,58,0.701,2,February,0.01245944192083063
2015-02-22,Quarter4,finishing,Sunday,3,0.5,5.13,1039.0,1800,0,0.0,0,0,15,0.872,2,February,0.053575600259571705
2015-02-22,Quarter4,sweing,Sunday,3,0.7,30.1,1041.0,8160,33,0.0,0,2,58,0.627,2,February,0.0536794289422453
2015-02-23,Quarter4,finishing,Monday,3,0.8,5.13,1039.0,2160,0,0.0,0,0,18,0.871,2,February,0.053575600259571705
2015-02-23,Quarter4,sweing,Monday,3,0.7,29.4,1228.0,6960,30,0.0,0,2,58,0.7,2,February,0.06338741077222583
2015-02-24,Quarter4,finishing,Tuesday,3,0.8,4.6,1039.0,1440,0,0.0,0,0,12,0.811,2,February,0.053575600259571705
2015-02-24,Quarter4,sweing,Tuesday,3,0.75,29.4,1172.0,5340,45,0.0,0,2,60,0.75,2,February,0.06048020765736535
2015-02-25,Quarter4,finishing,Wednesday,3,0.8,4.6,1039.0,2400,0,0.0,0,0,20,0.901,2,February,0.053575600259571705
2015-02-25,Quarter4,sweing,Wednesday,3,0.75,29.4,1283.0,6960,45,0.0,0,2,58,0.75,2,February,0.06624269954574952
2015-02-26,Quarter4,finishing,Thursday,3,0.8,4.6,1039.0,6300,0,0.0,0,0,15,0.922,2,February,0.053575600259571705
2015-02-26,Quarter4,sweing,Thursday,3,0.75,29.4,1244.0,6840,45,0.0,0,2,57,0.75,2,February,0.06421804023361453
2015-02-28,Quarter4,finishing,Saturday,3,0.8,4.6,1039.0,6300,0,0.0,0,0,15,0.922,2,February,0.053575600259571705
2015-02-28,Quarter4,sweing,Saturday,3,0.75,29.4,1144.0,4440,45,0.0,0,2,57,0.751,2,February,0.05902660609993511
2015-03-01,Quarter1,finishing,Sunday,3,0.8,4.6,1039.0,10500,0,0.0,0,0,25,0.936,3,March,0.053575600259571705
2015-03-01,Quarter1,sweing,Sunday,3,0.75,29.4,1143.0,6840,45,0.0,0,0,57,0.75,3,March,0.05897469175859831
2015-03-02,Quarter1,finishing,Monday,3,0.8,4.6,1039.0,10080,0,0.0,0,0,24,0.86,3,March,0.053575600259571705
2015-03-02,Quarter1,sweing,Monday,3,0.8,29.4,1231.0,4680,50,0.0,0,0,57,0.8,3,March,0.06354315379623621
2015-03-03,Quarter1,finishing,Tuesday,3,0.8,4.6,1039.0,6300,0,0.0,0,0,15,0.903,3,March,0.053575600259571705
2015-03-03,Quarter1,sweing,Tuesday,3,0.8,29.4,1156.0,6840,50,0.0,0,0,57,0.8,3,March,0.05964957819597664
2015-03-04,Quarter1,finishing,Wednesday,3,0.8,4.6,1039.0,1200,0,0.0,0,0,10,0.939,3,March,0.053575600259571705
2015-03-04,Quarter1,sweing,Wednesday,3,0.8,29.4,1169.0,6840,63,0.0,0,0,57,0.8,3,March,0.06032446463335497
2015-03-05,Quarter1,finishing,Thursday,3,0.8,4.6,1039.0,1800,0,0.0,0,0,15,0.81,3,March,0.053575600259571705
2015-03-05,Quarter1,sweing,Thursday,3,0.8,29.4,797.0,1800,63,0.0,0,0,57,0.801,3,March,0.04101232965606749
2015-03-07,Quarter1,sweing,Saturday,3,0.8,29.4,983.0,6840,63,0.0,0,1,57,0.801,3,March,0.050668397144711226
2015-03-08,Quarter2,finishing,Sunday,3,0.8,4.6,1039.0,1440,0,0.0,0,0,12,0.952,3,March,0.053575600259571705
2015-03-08,Quarter2,sweing,Sunday,3,0.8,30.1,1278.0,3360,50,0.0,0,1,57,0.801,3,March,0.06598312783906554
2015-03-09,Quarter2,sweing,Monday,3,0.8,30.1,964.0,5160,50,0.0,0,1,58,0.801,3,March,0.04968202465931214
2015-03-09,Quarter2,finishing,Monday,3,0.8,4.6,1039.0,0,1440,0.0,0,0,12,0.795,3,March,0.053575600259571705
2015-03-10,Quarter2,finishing,Tuesday,3,0.8,4.6,1039.0,1440,0,0.0,0,0,12,0.894,3,March,0.053575600259571705
2015-03-10,Quarter2,sweing,Tuesday,3,0.8,30.1,756.0,6960,63,0.0,0,1,58,0.8,3,March,0.038883841661258925
2015-03-11,Quarter2,sweing,Wednesday,3,0.8,30.1,735.0,6960,63,0.0,0,1,58,0.8,3,March,0.037793640493186245
2015-03-11,Quarter2,finishing,Wednesday,3,0.8,4.6,1039.0,1920,0,0.0,0,0,8,0.787,3,March,0.053575600259571705
2015-01-01,Quarter1,finishing,Thursday,4,0.75,3.94,1039.0,2160,0,0.0,0,0,18,0.593,1,January,0.053575600259571705
2015-01-01,Quarter1,sweing,Thursday,4,0.65,23.69,861.0,7200,0,0.0,0,0,60,0.521,1,January,0.044334847501622324
2015-01-03,Quarter1,finishing,Saturday,4,0.8,4.15,1039.0,6600,0,0.0,0,0,20,0.988,1,January,0.053575600259571705
2015-01-03,Quarter1,sweing,Saturday,4,0.7,23.69,544.0,13800,0,0.0,0,0,60,0.7,1,January,0.027878001297858532
2015-01-04,Quarter1,finishing,Sunday,4,0.8,3.94,1039.0,6600,0,0.0,0,0,20,0.862,1,January,0.053575600259571705
2015-01-04,Quarter1,sweing,Sunday,4,0.8,28.08,878.0,4260,50,0.0,0,0,56,0.801,1,January,0.04521739130434783
2015-01-05,Quarter1,finishing,Monday,4,0.8,3.94,1039.0,3840,0,0.0,0,0,16,0.894,1,January,0.053575600259571705
2015-01-05,Quarter1,sweing,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,58,0.8,1,January,0.03903958468526931
2015-01-06,Quarter1,finishing,Tuesday,4,0.8,3.94,1039.0,4440,0,0.0,0,0,18,0.967,1,January,0.053575600259571705
2015-01-06,Quarter1,sweing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,58,0.801,1,January,0.047657365347177155
2015-01-07,Quarter1,finishing,Wednesday,4,0.8,3.94,1039.0,4440,0,0.0,0,0,18,0.827,1,January,0.053575600259571705
2015-01-07,Quarter1,sweing,Wednesday,4,0.8,28.08,990.0,10350,50,0.0,0,0,58,0.801,1,January,0.051031797534068786
2015-01-08,Quarter2,finishing,Thursday,4,0.8,3.94,1039.0,12600,0,0.0,0,0,20,0.92,1,January,0.053575600259571705
2015-01-08,Quarter2,sweing,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58,0.85,1,January,0.04853990914990266
2015-01-10,Quarter2,finishing,Saturday,4,0.8,3.94,1039.0,6000,0,0.0,0,0,20,0.912,1,January,0.053575600259571705
2015-01-10,Quarter2,sweing,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58,0.801,1,January,0.03390006489292667
2015-01-11,Quarter2,finishing,Sunday,4,0.8,3.94,1039.0,3600,0,0.0,0,0,20,0.926,1,January,0.053575600259571705
2015-01-11,Quarter2,sweing,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58,0.473,1,January,0.028812459441920832
2015-01-12,Quarter2,finishing,Monday,4,0.35,4.3,1039.0,3240,0,0.0,0,0,18,0.942,1,January,0.053575600259571705
2015-01-12,Quarter2,sweing,Monday,4,0.35,22.4,581.0,7350,0,0.0,0,0,52,0.351,1,January,0.029798831927319924
2015-01-13,Quarter2,finishing,Tuesday,4,0.35,4.3,1039.0,2160,0,0.0,0,0,12,0.952,1,January,0.053575600259571705
2015-01-13,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56,0.5,1,January,0.04028552887735237
2015-01-14,Quarter2,finishing,Wednesday,4,0.35,4.3,1039.0,2700,0,0.0,0,0,8,0.908,1,January,0.053575600259571705
2015-01-14,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57,0.6,1,January,0.04199870214146658
2015-01-15,Quarter3,finishing,Thursday,4,0.35,4.3,1039.0,3600,0,0.0,0,0,20,0.989,1,January,0.053575600259571705
2015-01-15,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56,0.65,1,January,0.04490590525632706
2015-01-17,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56,0.701,1,January,0.04246593121349773
2015-01-18,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56,0.701,1,January,0.045425048669695
2015-01-19,Quarter3,finishing,Monday,4,0.7,4.3,1039.0,5040,0,0.0,0,0,28,0.977,1,January,0.053575600259571705
2015-01-19,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57,0.75,1,January,0.04791693705386113
2015-01-20,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57,0.75,1,January,0.050668397144711226
2015-01-21,Quarter3,finishing,Wednesday,4,0.75,4.3,1039.0,6000,0,0.0,0,0,20,0.979,1,January,0.053575600259571705
2015-01-21,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56,0.901,1,January,0.04246593121349773
2015-01-22,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56,0.85,1,January,0.03903958468526931
2015-01-22,Quarter4,finishing,Thursday,4,0.75,4.3,1039.0,9000,0,0.0,0,0,15,0.67,1,January,0.053575600259571705
2015-01-24,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57,0.9,1,January,0.037378325762491886
2015-01-24,Quarter4,finishing,Saturday,4,0.75,4.3,1039.0,2160,0,0.0,0,0,12,0.652,1,January,0.053575600259571705
2015-01-25,Quarter4,finishing,Sunday,4,0.75,4.3,1039.0,2160,0,0.0,0,0,12,0.952,1,January,0.053575600259571705
2015-01-25,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57,0.9,1,January,0.04464633354964309
2015-01-26,Quarter4,finishing,Monday,4,0.75,4.3,1039.0,2160,0,0.0,0,0,12,0.964,1,January,0.053575600259571705
2015-01-26,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56,0.85,1,January,0.05238157040882544
2015-01-27,Quarter4,finishing,Tuesday,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12,0.941,1,January,0.053575600259571705
2015-01-27,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56,0.85,1,January,0.05705386112913693
2015-01-28,Quarter4,sweing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56,0.8,1,January,0.06930564568462037
2015-01-28,Quarter4,finishing,Wednesday,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12,0.723,1,January,0.053575600259571705
2015-01-29,Quarter5,finishing,Thursday,4,0.8,4.3,1039.0,1200,0,0.0,0,0,10,0.989,1,January,0.053575600259571705
2015-01-29,Quarter5,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,58,0.901,1,January,0.0746009085009734
2015-01-31,Quarter5,finishing,Saturday,4,0.8,3.94,1039.0,1200,0,0.0,0,0,10,0.972,1,January,0.053575600259571705
2015-01-31,Quarter5,sweing,Saturday,4,0.8,22.52,1432.0,6660,88,0.0,0,0,58,0.901,1,January,0.07397793640493186
2015-02-01,Quarter1,sweing,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58,0.85,2,February,0.07605451005840363
2015-02-01,Quarter1,finishing,Sunday,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12,0.845,2,February,0.053575600259571705
2015-02-02,Quarter1,finishing,Monday,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12,0.809,2,February,0.053575600259571705
2015-02-02,Quarter1,sweing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56,0.8,2,February,1.2
2015-02-03,Quarter1,sweing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56,0.8,2,February,0.0172874756651525
2015-02-03,Quarter1,finishing,Tuesday,4,0.8,4.3,1039.0,1440,0,0.0,0,0,12,0.538,2,February,0.053575600259571705
2015-02-04,Quarter1,sweing,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,56,0.351,2,February,0.014536015574302402
2015-02-05,Quarter1,sweing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53,0.501,2,February,0.021284879948085658
2015-02-07,Quarter1,sweing,Saturday,4,0.6,30.1,486.0,6780,30,0.0,0,1,57,0.6,2,February,0.024866969500324465
2015-02-07,Quarter1,finishing,Saturday,4,0.8,4.3,1039.0,960,0,0.0,0,0,8,0.448,2,February,0.053575600259571705
2015-02-08,Quarter2,sweing,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56,0.568,2,February,0.036599610642439974
2015-02-09,Quarter2,sweing,Monday,4,0.7,30.1,767.0,3300,50,0.0,0,1,57,0.79,2,February,0.03945489941596366
2015-02-10,Quarter2,finishing,Tuesday,4,0.7,4.15,1039.0,1800,0,0.0,0,0,15,0.797,2,February,0.053575600259571705
2015-02-10,Quarter2,sweing,Tuesday,4,0.7,30.1,855.0,7020,40,0.0,0,1,58,0.701,2,February,0.044023361453601556
2015-02-11,Quarter2,finishing,Wednesday,4,0.7,4.15,1039.0,1800,0,0.0,0,0,15,1.033,2,February,0.053575600259571705
2015-02-11,Quarter2,sweing,Wednesday,4,0.7,30.1,667.0,5940,40,0.0,0,1,60,0.701,2,February,0.03426346528228423
2015-02-12,Quarter2,finishing,Thursday,4,0.7,4.15,1039.0,1800,0,0.0,0,0,15,1.097,2,February,0.053575600259571705
2015-02-12,Quarter2,sweing,Thursday,4,0.7,30.1,419.0,7080,0,0.0,0,1,59,0.638,2,February,0.021388708630759246
2015-02-14,Quarter2,finishing,Saturday,4,0.75,4.15,1039.0,2400,0,0.0,0,0,20,0.903,2,February,0.053575600259571705
2015-02-14,Quarter2,sweing,Saturday,4,0.75,30.1,481.0,7140,0,0.0,0,1,59,0.75,2,February,0.024607397793640493
2015-02-15,Quarter3,sweing,Sunday,4,0.75,30.1,919.0,7140,0,0.0,0,1,60,0.599,2,February,0.047345879299156395
2015-02-15,Quarter3,finishing,Sunday,4,0.75,4.15,1039.0,2400,0,0.0,0,0,20,0.287,2,February,0.053575600259571705
2015-02-16,Quarter3,sweing,Monday,4,0.75,30.1,912.0,7020,0,0.0,0,1,58,0.75,2,February,0.046982478909798835
2015-02-16,Quarter3,finishing,Monday,4,0.75,4.15,1039.0,1800,0,0.0,0,0,15,0.722,2,February,0.053575600259571705
2015-02-17,Quarter3,sweing,Tuesday,4,0.75,30.1,849.0,7020,45,0.0,0,1,58,0.75,2,February,0.043711875405580795
2015-02-17,Quarter3,finishing,Tuesday,4,0.75,5.13,1039.0,960,0,0.0,0,0,8,0.657,2,February,0.053575600259571705
2015-02-18,Quarter3,sweing,Wednesday,4,0.8,30.1,864.0,480,50,0.0,0,1,58,0.801,2,February,0.04449059052563271
2015-02-18,Quarter3,finishing,Wednesday,4,0.75,5.13,1039.0,960,0,0.0,0,0,8,0.735,2,February,0.053575600259571705
2015-02-19,Quarter3,sweing,Thursday,4,0.8,30.1,859.0,7020,63,0.0,0,1,58,0.8,2,February,0.04423101881894873
2015-02-19,Quarter3,finishing,Thursday,4,0.75,5.13,1039.0,1920,0,0.0,0,0,8,0.684,2,February,0.053575600259571705
2015-02-22,Quarter4,sweing,Sunday,4,0.8,30.1,922.0,5820,63,0.0,0,1,59,0.8,2,February,0.04750162232316678
2015-02-23,Quarter4,sweing,Monday,4,0.8,30.1,891.0,7140,38,0.0,0,1,59,0.8,2,February,0.045892277741726155
2015-02-24,Quarter4,sweing,Tuesday,4,0.8,30.1,901.0,6480,50,0.0,0,1,59,0.8,2,February,0.0464114211550941
2015-02-25,Quarter4,sweing,Wednesday,4,0.8,30.1,323.0,4080,50,0.0,0,1,59,0.801,2,February,0.016404931862426995
2015-02-26,Quarter4,sweing,Thursday,4,0.8,30.1,437.0,7080,32,0.0,0,2,59,0.496,2,February,0.022323166774821546
2015-02-28,Quarter4,sweing,Saturday,4,0.5,26.66,556.0,6960,23,0.0,0,2,58,0.5,2,February,0.028500973393900064
2015-03-01,Quarter1,finishing,Sunday,4,0.6,3.94,1039.0,960,0,0.0,0,0,8,0.673,3,March,0.053575600259571705
2015-03-01,Quarter1,sweing,Sunday,4,0.6,26.66,692.0,6840,23,0.0,0,0,57,0.6,3,March,0.035561323815704086
2015-03-02,Quarter1,finishing,Monday,4,0.65,3.94,1039.0,960,0,0.0,0,0,8,0.807,3,March,0.053575600259571705
2015-03-02,Quarter1,sweing,Monday,4,0.65,26.66,832.0,6780,55,0.0,0,0,57,0.75,3,March,0.04282933160285529
2015-03-03,Quarter1,sweing,Tuesday,4,0.7,26.66,950.0,6960,50,0.0,0,0,58,0.751,3,March,0.04895522388059702
2015-03-03,Quarter1,finishing,Tuesday,4,0.7,3.94,1039.0,3360,0,0.0,0,0,8,0.555,3,March,0.053575600259571705
2015-03-04,Quarter1,finishing,Wednesday,4,0.7,3.94,1039.0,960,0,0.0,0,0,8,0.806,3,March,0.053575600259571705
2015-03-04,Quarter1,sweing,Wednesday,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58,0.8,3,March,0.05300454250486697
2015-03-05,Quarter1,finishing,Thursday,4,0.7,3.94,1039.0,960,0,0.0,0,0,8,0.813,3,March,0.053575600259571705
